Class Name;DefaultDisplayName;DefaultCategory;Behaviors;DisplayOrder;DefaultIconBlockOffset;DefaultIconViewOffset;DefaultIconViewScale;FirstPersonScale;FirstPersonOffset;FirstPersonRotation;InHandScale;InHandOffset;InHandRotation;CraftingId;DefaultCreativeData;IsCollidable;IsPlaceable;IsDiggingTransparent;IsPlacementTransparent;DefaultIsInteractive;IsEditable;IsNonDuplicable;IsGatherable;HasCollisionBehavior;KillsWhenStuck;IsFluidBlocker;IsTransparent;DefaultShadowStrength;LightAttenuation;EmittedLightAmount;ObjectShadowStrength;DefaultDropContent;DefaultDropCount;DefaultExperienceCount;RequiredToolLevel;MaxStacking;MaxInHandStacking;SleepSuitability;FrictionFactor;Density;NoAutoJump;NoSmoothRise;FuelHeatLevel;FuelFireDuration;DefaultSoundMaterialName;ShovelPower;QuarryPower;HackPower;DefaultMeleePower;DefaultMeleeHitProbability;DefaultProjectilePower;ToolLevel;PlayerLevelRequired;Durability;IsAimable;IsStickable;AlignToVelocity;ProjectileSpeed;ProjectileDamping;ProjectileTipOffset;DisintegratesOnHit;ProjectileStickProbability;DefaultHeat;FireDuration;ExplosionResilience;DefaultExplosionPressure;DefaultExplosionIncendiary;IsExplosionTransparent;DigMethod;DigResilience;ProjectileResilience;DefaultNutritionalValue;DefaultSicknessProbability;FoodType;DefaultRotPeriod;DefaultTextureSlot;DestructionDebrisScale;DefaultDescription
BirchLeavesBlock;白桦叶;Plants;WoodBlockBehavior;42;0,0,0;1, 1, 1;1;0.4;0.5, -0.5, -0.6;0, 40, 0;0.3;0,0.12,0;0, 0, 45;birchleaves;0;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;12;3;0;0;#;1;;1;40;40;0.5;1;0.5;FALSE;FALSE;1;1;Plant;1;1;1;1;0.66;1;1;;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0;;8;2;;;TRUE;Hack;0;0.5;;;;;52;1;桦树的叶子生长在桦树上，可以被用来做橡树树苗。它们可以燃烧，用来作为一种廉价的燃料。当远离树干时，它们会腐烂。可以制作陷阱。
SpruceLeavesBlock;云杉叶;Plants;WoodBlockBehavior;43;0,0,0;1, 1, 1;1;0.4;0.5, -0.5, -0.6;0, 40, 0;0.3;0,0.12,0;0, 0, 45;spruceleaves;0;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;12;3;0;0;#;1;;1;40;40;0.5;1;0.5;FALSE;FALSE;1;1;Plant;1;1;1;1;0.66;1;1;;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0;;8;2;;;TRUE;Hack;0;0.5;;;;;132;1;云杉树的叶子生长在桦树上，可以被用来做云杉树树苗。它们可以燃烧，用来作为一种廉价的燃料。当远离树干时，它们会腐烂。可以制作陷阱。
TallSpruceLeavesBlock;高大的云杉叶;Plants;WoodBlockBehavior;44;0,0,0;1, 1, 1;1;0.4;0.5, -0.5, -0.6;0, 40, 0;0.3;0,0.12,0;0, 0, 45;tallspruceleaves;0;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;12;3;0;0;#;1;;1;40;40;0.5;1;0.5;FALSE;FALSE;1;1;Plant;1;1;1;1;0.66;1;1;;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0;;8;2;;;TRUE;Hack;0;0.5;;;;;132;1;高大的云杉叶生长在高大的云杉树，可以用来获得高的云杉树苗。他们将燃烧，可以作为一种廉价的燃料。
TallGrassBlock;高草;Plants;;45;0,0,0;0, 0, 1;1;0.4;0.5, -0.5, -0.6;0, -70, 0;0.4;0,0.12,0;0, 0, 0;tallgrass;0;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;8;1;0;0;;1;;0;40;40;0;1;0.5;FALSE;FALSE;1;0.5;Plant;1;1;1;1;0.66;1;1;;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0;;6;2;;;TRUE;Hack;0;1;;;Grass;;85;1.5;高草在阳光充足和潮湿的草块里随机出现。可作为观赏植物。
RyeBlock;黑麦;Plants;;46;0,0,0;0, 0, 1;1;0.4;0.5, -0.5, -0.6;0, -70, 0;0.4;0,0.12,0;0, 0, 0;rye;0;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;8;1;0;0;;1;;0;40;40;0;1;0.5;FALSE;FALSE;1;0.5;Plant;1;1;1;1;0.66;1;1;;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0;;6;2;;;TRUE;Hack;0;1;;;Grass;;94;1.5;黑麦是耕种作物，适宜在湿润肥沃的土壤里生长。黑麦也有野生品种，可以收获得到野生黑麦种子。
RedFlowerBlock;红花;Plants;;47;0,0,0;0, 0, 1;1;0.4;0.5, -0.5, -0.6;0, -70, 0;0.4;0,0.12,0;0, 0, 0;redflower;0;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;4;1;0;0;#;1;;0;40;40;0;1;0.5;FALSE;FALSE;1;0.5;Plant;1;1;1;1;0.66;1;1;;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0;;6;2;;;TRUE;Hack;0;1;;;Grass;;12;1.5;红花在阳光充足和潮湿的草块里随机出现。可作为观赏植物。
PurpleFlowerBlock;紫花;Plants;;48;0,0,0;0, 0, 1;1;0.4;0.5, -0.5, -0.6;0, -70, 0;0.4;0,0.12,0;0, 0, 0;purpleflower;0;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;4;1;0;0;#;1;;0;40;40;0;1;0.5;FALSE;FALSE;1;0.5;Plant;1;1;1;1;0.66;1;1;;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0;;6;2;;;TRUE;Hack;0;1;;;Grass;;13;1.5;紫花在阳光充足和潮湿的草块里随机出现。可作为观赏植物，同时具有可以染色的紫色品红颜料。
WhiteFlowerBlock;白花;Plants;;49;0,0,0;0, 0, 1;1;0.4;0.5, -0.5, -0.6;0, -70, 0;0.4;0,0.12,0;0, 0, 0;whiteflower;0;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;4;1;0;0;#;1;;0;40;40;0;1;0.5;FALSE;FALSE;1;0.5;Plant;1;1;1;1;0.66;1;1;;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0;;6;2;;;TRUE;Hack;0;1;;;Grass;;14;1.5;白花在阳光充足和潮湿的草块里随机出现。可作为观赏植物。
DryBushBlock;干灌木;Plants;;50;0,0,0;0, 0, 1;1;0.4;0.5, -0.5, -0.6;0, -70, 0;0.4;0,0.12,0;0, 0, 0;;0;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;4;1;0;0;;1;;0;40;40;0;1;0.5;FALSE;FALSE;1;1;Plant;1;1;1;1;0.66;1;1;;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0;;6;2;;;TRUE;Hack;0;1;;;;;55;1.5;干燥的灌木丛，通常出现在沙漠的边缘或在寒冷的地方。当一株植物没有足够的湿度或阳光来维持本身时，它会变成一个干燥的灌木丛
LargeDryBushBlock;干灌木(大);Plants;;51;0,0,0;0, 0, 1;1;0.4;0.5, -0.5, -0.6;0, -70, 0;0.4;0,0.12,0;0, 0, 0;;0;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;6;1;0;0;;1;;0;40;40;0;1;0.5;FALSE;FALSE;1;2;Plant;1;1;1;1;0.66;1;1;;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0;;8;2;;;TRUE;Hack;0;1;;;;;71;1.5;干燥的灌木丛，通常出现在沙漠的边缘或在寒冷的地方。当一株植物没有足够的湿度或阳光来维持本身时，它会变成一个干燥的灌木丛。
SaplingBlock;树苗;Plants;;52;0,0,0;0, 0, 1;1;0.4;0.5, -0.5, -0.6;0, -70, 0;0.4;0,0.12,0;0, 0, 0;sapling;0;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;4;1;0;0;;1;;0;40;40;0;1;0.5;FALSE;FALSE;1;0.5;Plant;1;1;1;1;0.66;1;1;;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0;;8;2;;;TRUE;Hack;0;1;;;Grass;;72;1;树苗是用来种树的。你可以通过打碎树上的叶子获得。种植时，把树苗放在光线充足的地方，保证充足的水分和合适的温度。使用湿度计和温度计来测量这些。橡树喜欢温暖，桦树和云杉喜爱酷冷。所有的树木需要湿度。如果你种植在错误的地方，它会枯萎成一个干燥的灌木丛。
CactusBlock;仙人掌;Plants;;53;0,0,0;1, 1, 1;1;0.4;0.5, -0.5, -0.6;0, 40, 0;0.3;0,0.12,0;0, 0, 45;cactus;0;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;12;1;0;0;#;1;;0;40;40;0;1;0.5;TRUE;TRUE;1;5;Soft;1;1;1;1;0.66;1;1;;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0.9;;10;10;;;TRUE;Hack;2;0.75;;;;;100;1;仙人掌生活在干燥条件下，经常生长在沙漠中。触摸会造成伤害，所以要小心。当只有顶部部分被收获后，它们将重新长到三个方块高。用它来做陷阱可以更有效的杀死动物。
IvyBlock;常春藤;Plants;IvyBlockBehavior;54;0,0,0;0, 0, 1;0.9;0.4;0.5, -0.5, -0.6;0, -70, 0;0.4;0,0.12,0;0, 0, 0;ivy;0;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;6;0;0;0;#;1;;0;40;40;0;1;0.5;FALSE;FALSE;1;1;Plant;1;1;1;1;0.66;1;1;;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0;;6;1;;;TRUE;Hack;0;1;;;Grass;;10;1;常春藤是一种附着在垂直表面生长的植物。它不需要太多的光，但需要温暖潮湿的气候。
PumpkinBlock;南瓜;Plants;RotBlockBehavior;55;0,0,0;1, 1, 1;1;0.4;0.5, -0.5, -0.6;0, 40, 0;0.3;0,0.12,0;0, 0, 45;pumpkin;0;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;5;0;0;0;#;1;;0;40;40;0;1;0.5;FALSE;FALSE;0;0;Soft;1;1;1;1;0.66;1;1;;-1;FALSE;FALSE;FALSE;0;0.98;0;FALSE;0.9;;10;2;;;TRUE;Hack;1.5;0;0.15;0;Fruit;80;102;0.66;南瓜是一种大的橘黄色蔬菜，5-10个一组生长。采集后，可以食用，也可以用来制作南瓜灯。
RottenPumpkinBlock;烂南瓜;Plants;;56;0,0,0;1, 1, 1;1;0.4;0.5, -0.5, -0.6;0, 40, 0;0.3;0,0.12,0;0, 0, 45;rottenpumpkin;0;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;5;0;0;0;#;1;;0;40;40;0;1;0.5;FALSE;FALSE;0;0;Soft;1;1;1;1;0.66;1;1;;-1;FALSE;FALSE;FALSE;0;0.98;0;FALSE;0.9;;10;2;;;TRUE;Hack;1.5;0;0.1;0.75;Fruit;;160;0.66;烂南瓜，不能吃。
SeedsBlock;;Plants;;57;0,0,0;0, 0, 1;1;0.4;0.5, -0.5, -0.6;0, -70, 0;0.4;0,0.12,0;0, 0, 0;seeds;0;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;0;0;0;0;;1;;0;40;40;0;1;0.5;FALSE;FALSE;1;0.1;Plant;1;1;1;1;0.66;1;1;;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0;;8;;;;TRUE;Hack;0;1;;;;;74;1;种子用于各种类型的植物,如草、鲜花和黑麦。有些植物需要耕种,潮湿和施肥土壤生长正常。否则他们的增长将阻碍他们不会达到全尺寸。
CottonBlock;棉花;Plants;;58;0,0,0;0, 0, 1;1;0.4;0.5, -0.5, -0.6;0, -70, 0;0.4;0,0.12,0;0, 0, 0;cotton;0;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;6;0;0;0;;1;;0;40;40;0;1;0.5;FALSE;FALSE;1;1;Plant;1;1;1;1;0.66;1;1;;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0;;6;;;;TRUE;Hack;0;1;;;Grass;;30;1.5;棉花是一种植物，生长在温暖地区。收获后可以被进一步加工成棉制品。
CottonWadBlock;棉花团;Plants;;59;0,0,0;0, 0, 1;1;0.4;0.5, -0.5, -0.6;0, -70, 0;0.4;0,0.12,0;0, 0, 0;cottonwad;0;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;0;0;0;0;;1;;0;40;40;0;1;0.5;FALSE;FALSE;1;1;Plant;1;1;1;1;0.66;1;1;;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0;;8;;;;TRUE;Hack;0;1;;;;;76;1;棉花团都挤满棉纤维的小块。它们可以被进一步加工成棉制品。
SeaUrchinBlock;海胆;Plants;BottomSuckerBlockBehavior;60;0,0,0;0, 1, 1;1;0.4;0.5, -0.5, -0.6;0, 40, 0;0.3;0,0.12,0;0, 0, 45;urchin;0;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;TRUE;1;3;0;0;#;1;;0;40;40;0;1;1.5;FALSE;FALSE;0;0;Soft;1;1;1;1;0.66;1;1;;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0.9;;0;2;;;TRUE;Hack;1.5;0;0.05;0.25;Fish;;189;0.66;海胆是生活在水下的微小生物
StarfishBlock;海星;Plants;BottomSuckerBlockBehavior;61;0,0.2,0;1, 1, 1;1;0.4;0.5, -0.5, -0.6;0, 40, 0;0.3;0,0.12,0;0, 0, 45;starfish;0;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;TRUE;1;3;0;0;#;1;;0;40;40;0;1;1.5;FALSE;FALSE;0;0;Soft;1;1;1;1;0.66;1;1;;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0.9;;0;2;;;TRUE;Hack;1.5;0;;;;;189;0.66;海星是在水底移动缓慢的生物
KelpBlock;海藻;Plants;WaterPlantBlockBehavior;62;0,0,0;0, 0, 1;1;0.4;0.5, -0.5, -0.6;0, -70, 0;0.4;0,0.12,0;0, 0, 0;kelp;0;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;8;6;0;0;#;1;;0;40;40;0;3;0.75;FALSE;FALSE;0;0;Plant;1;1;1;1;0.66;1;1;;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0;;0;1;;;TRUE;Hack;0;1;;;;;189;1.5;海藻在水下生长，游泳时小心被缠到
SeagrassBlock;海草;Plants;WaterPlantBlockBehavior;63;0,0,0;0, 0, 1;1;0.4;0.5, -0.5, -0.6;0, -70, 0;0.4;0,0.12,0;0, 0, 0;seagrass;0;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;8;6;0;0;#;1;;0;40;40;0;3;0.75;FALSE;FALSE;0;0;Plant;1;1;1;1;0.66;1;1;;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0;;0;1;;;TRUE;Hack;0;1;;;;;189;1.5;海草在水下生长，游泳时小心被缠到
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PlanksBlock;木板;Construction;;65;0,0,0;1, 1, 1;1;0.4;0.5, -0.5, -0.6;0, 40, 0;0.3;0,0.12,0;0, 0, 45;planks;0;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;-1;0;0;1;#;1;;0;40;40;0.5;1;0.5;FALSE;FALSE;1;10;Wood;1;1;1;1;0.66;2;1;;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0.9;;20;20;;;FALSE;Hack;5;1;;;;;4;1;木板是一种多用途的建筑材料， 将原木加工处理就可以得到。 也是很多工具的组成物， 合成台和木箱都可以用木板做成。 木板是种易燃物， 可以在熔炉里做燃料。
CobblestoneBlock;鹅卵石;Construction;;66;0,0,0;1, 1, 1;1;0.4;0.5, -0.5, -0.6;0, 40, 0;0.3;0,0.12,0;0, 0, 45;cobblestone;0;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;-1;0;0;1;#;1;;0;40;40;0;1;3;FALSE;FALSE;0;0;Stone;1;1;1;1;0.66;2;1;;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0;;0;140;;;FALSE;Quarry;10;1;;;;;16;1;鹅卵石是通过开采花岗岩得到的坚硬石头，能烧成纯花岗岩。
StoneBrickBlock;石砖;Construction;;67;0,0,0;1, 1, 1;1;0.4;0.5, -0.5, -0.6;0, 40, 0;0.3;0,0.12,0;0, 0, 45;stonebrickblock;0;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;-1;0;0;1;#;1;;0;40;40;0;1;3;FALSE;FALSE;0;0;Stone;1;1;1;1;0.66;2;1;;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0;;0;160;;;FALSE;Quarry;12;1;;;;;54;1;用几块石头规则的结合在一起可以得到石砖。它们是一种坚固的建筑材料，对于爆炸和挖掘有很强的承受力。
BricksBlock;砖墙;Construction;;68;0,0,0;1, 1, 1;1;0.4;0.5, -0.5, -0.6;0, 40, 0;0.3;0,0.12,0;0, 0, 45;brickblock;0;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;-1;0;0;1;#;1;;0;40;40;0;1;3;FALSE;FALSE;0;0;Stone;1;1;1;1;0.66;2;1;;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0;;0;100;;;FALSE;Quarry;10;1;;;;;70;1;通过组合几块砖同时涂抹砂浆可以建造石墙。这是一种精美，坚固又漂亮的建筑材料。不需要时砖墙可收回砖。
MarbleBlock;大理石;Construction;;69;0,0,0;1, 1, 1;1;0.4;0.5, -0.5, -0.6;0, 40, 0;0.3;0,0.12,0;0, 0, 45;marble;0;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;-1;0;0;1;#;1;;0;40;40;0;1;3;FALSE;FALSE;0;0;Stone;1;1;1;1;0.66;2;1;;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0;;0;20;;;FALSE;Quarry;6;0.75;;;;;7;1;一种装饰用的美丽石头， 可以在熔炉里将沙子和石灰石混合烧制而成。 它是一种容易破坏的易碎材质。
MalachiteBlock;孔雀石块;Construction;;70;0,0,0;1, 1, 1;1;0.4;0.5, -0.5, -0.6;0, 40, 0;0.3;0,0.12,0;0, 0, 45;malachiteblock;0;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;-1;0;0;1;#;1;;0;40;40;0;1;3;FALSE;FALSE;0;0;Stone;1;1;1;1;0.66;2;1;;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0;;0;20;;;FALSE;Quarry;6;0.75;;;;;179;1;将零碎的孔雀石合成得到的孔雀石块。 它可以用作装饰品， 同时它十分易碎。
DiamondBlock;钻石块;Construction;;71;0,0,0;1, 1, 1;1;0.4;0.5, -0.5, -0.6;0, 40, 0;0.3;0,0.12,0;0, 0, 45;diamondblock;0;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;-1;0;0;1;#;1;;0;4;4;0;1;1.5;FALSE;FALSE;0;40;Stone;1;1;1;1;0.66;2;1;;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0;;20;6000;;;FALSE;Quarry;24;1;;;;;182;1;纯正的钻石块。 十分的珍贵， 是由几块的小的钻石晶体组合而成。 适合作为装饰物。 小心， 钻石是一种可燃物， 可以被岩浆以及火柴引燃。
IronBlock;铁块;Construction;;72;0,0,0;1, 1, 1;1;0.4;0.5, -0.5, -0.6;0, 40, 0;0.3;0,0.12,0;0, 0, 45;ironblock;0;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;-1;0;0;1;#;1;;0;4;4;0;1;10;FALSE;FALSE;0;0;Metal;1;1;1;1;0.66;2;1;;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0;;0;1500;;;FALSE;Quarry;16;1;;;;;180;1;纯铁块。 十分的坚硬笨重。 可以承受挖掘乃至爆炸的威力。 可以分解成铁锭。
CopperBlock;铜块;Construction;;73;0,0,0;1, 1, 1;1;0.4;0.5, -0.5, -0.6;0, 40, 0;0.3;0,0.12,0;0, 0, 45;copperblock;0;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;-1;0;0;1;#;1;;0;4;4;0;1;10;FALSE;FALSE;0;0;Metal;1;1;1;1;0.66;2;1;;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0;;0;2500;;;FALSE;Quarry;16;1;;;;;181;1;纯铜块。 十分的坚硬笨重。 可以承受挖掘乃至爆炸的威力。 可以分解成铜锭。
SemiconductorBlock;锗块;Construction;;74;0,0,0;1, 1, 1;1;0.4;0.5, -0.5, -0.6;0, 40, 0;0.3;0,0.12,0;0, 0, 45;semiconductorblock;0;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;-1;0;0;1;#;1;;0;40;40;0;1;3;FALSE;FALSE;0;0;Stone;1;1;1;1;0.66;2;1;;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0;;0;30;;;FALSE;Quarry;6;1;;;;;78;1;纯锗的方块
GlassBlock;玻璃;Construction;;75;0,0,0;1, 1, 1;1;0.4;0.5, -0.5, -0.6;0, 40, 0;0.3;0,0.12,0;0, 0, 45;glass;0;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;0;0;0;1;;1;;0;40;40;0;1;1.5;FALSE;FALSE;0;0;Glass;1;1;1;1;0.66;2;1;;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0;;0;2;;;FALSE;Quarry;3;0;;;;;67;1;将沙子在熔炉里烧制而成的玻璃。 可以用来制作窗户来使黑暗的房间充满阳光。 它非常的脆弱， 坚硬的物体会很容易摧毁它。
FramedGlassBlock;玻璃框;Construction;;76;0,0,0;1, 1, 1;1;0.4;0.5, -0.5, -0.6;0, 40, 0;0.3;0,0.12,0;0, 0, 45;framedglass;0;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;0;0;0;1;#StickBlock;1;;0;40;40;0;1;1.5;FALSE;FALSE;0;0;Glass;1;1;1;1;0.66;2;1;;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0;;15;2;;;FALSE;Quarry;3;0;;;;;83;1;用木棍制框嵌上玻璃，这样更牢固、更美观，是做窗户的最佳材料。
WindowBlock;窗户;Construction;;77;0,0,0;1, 1, 1;1;0.4;0.5, -0.5, -0.6;0, 40, 0;0.3;0,0.12,0;0, 0, 45;window;0;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;0;0;0;1;#StickBlock;2;;0;40;40;0;1;1.5;FALSE;FALSE;0;0;Glass;1;1;1;1;0.66;2;1;;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0;;15;2;;;FALSE;Quarry;3;0;;;;;99;1;用木棍制框嵌上玻璃，这样更牢固、更美观，是做窗户的最佳材料。
WoodenStairsBlock;木梯;Construction;;78;0,0,0;1, 1, 1;1;0.4;0.5, -0.5, -0.6;0, 40, 0;0.3;0,0.12,0;0, 0, 45;woodenstairs;0;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;12;0;0;1;#;1;;0;40;40;0;1;0.5;FALSE;FALSE;1;5;Wood;1;1;1;1;0.66;2;1;;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0.9;;15;5;;;FALSE;Hack;5;1;;;;;4;1;用木梯可以很容易地爬上山坡。你不再需要不断地跳跃和攀爬垂直面，同时你将移动更快，从而节省时间和精力。木梯可以制作各种材料，木梯也可以倒挂在天花板上。
StoneStairsBlock;石梯;Construction;;79;0,0,0;1, 1, 1;1;0.4;0.5, -0.5, -0.6;0, 40, 0;0.3;0,0.12,0;0, 0, 45;stonestairs;0;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;12;0;0;1;#;1;;0;40;40;0;1;3;FALSE;FALSE;0;0;Stone;1;1;1;1;0.66;2;1;;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0;;0;50;;;FALSE;Quarry;10;1;;;;;1;1;用石梯可以很容易地爬上山坡。你不再需要不断地跳跃和攀爬垂直面，同时你将移动更快，从而节省时间和精力。石梯可以制作各种材料，石梯也可以倒挂在天花板上。
CobblestoneStairsBlock;鹅卵石台阶;Construction;;80;0,0,0;1, 1, 1;1;0.4;0.5, -0.5, -0.6;0, 40, 0;0.3;0,0.12,0;0, 0, 45;cobblestonestairs;0;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;12;0;0;1;#;1;;0;40;40;0;1;3;FALSE;FALSE;0;0;Stone;1;1;1;1;0.66;2;1;;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0;;0;50;;;FALSE;Quarry;10;1;;;;;16;1;楼梯使它容易爬上山坡。你不再需要不断地跳跃和爬垂直面，而不是你移动速度更快，节省时间和精力。楼梯可以从各种材料制作。楼梯也可以被放置在天花板上。
StoneBrickStairsBlock;石砖梯;Construction;;81;0,0,0;1, 1, 1;1;0.4;0.5, -0.5, -0.6;0, 40, 0;0.3;0,0.12,0;0, 0, 45;stonebrickstairs;0;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;12;0;0;1;#;1;;0;40;40;0;1;3;FALSE;FALSE;0;0;Stone;1;1;1;1;0.66;2;1;;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0;;0;40;;;FALSE;Quarry;12;1;;;;;54;1;用石砖梯可以很容易地爬上山坡。你不再需要不断地跳跃和攀爬垂直面，同时你将移动更快，从而节省时间和精力。石砖梯可以制作各种材料，石砖梯也可以倒挂在天花板上。
